Date,Avg-Dis,Flood event Runoff mm,Daily Runoff,Avg Weekly runoff,Flood magnitude(0-10) mm,rain,tmin,tmax
8/17/2001,4055,0,1.35,5.27,0,0,25.92,33.22
8/18/2001,2381,0,0.79,5.33,0,0.5443,26.39,31.94
8/19/2001,2081,0,0.69,5.55,0,2.4823,25.4,33.32
8/20/2001,853,0,0.28,5.36,0,2.2417,24.77,32.03
8/21/2001,1596,0,0.53,5.23,0,3.0684,23.83,28.83
8/22/2001,1639,0,0.55,5.11,0,1.0108,24.62,30.26
8/23/2001,1639,0,0.55,4.74,0,5.2909,23.68,31.18
8/24/2001,1768,0,0.59,3.98,0,0.3011,25.24,31.61
8/25/2001,1640,0,0.55,3.73,0,0,26.05,33.21
8/26/2001,1710,0,0.57,3.61,0,3.4671,26.35,34.22
8/27/2001,2372,0,0.79,4.12,0,0.5516,25.84,34.38
8/28/2001,1806,0,0.6,4.19,0,0,26.33,34.33
8/29/2001,2070,0,0.69,4.33,0,2.0362,25.94,33.56
8/30/2001,2291,0,0.76,4.55,0,0,25.97,33.81
8/31/2001,1940,0,0.65,4.6,0,0,25.58,33.58
9/1/2001,1729,0,0.58,4.63,0,0,25.52,34.58
9/2/2001,1766,0,0.59,4.65,0,0,26.28,34.28
9/3/2001,1766,0,0.59,4.45,0,0,25.99,35.57
9/4/2001,1550,0,0.52,4.37,0,7.8665,25.8,35.46
9/5/2001,1713,0,0.57,4.25,0,0,25.6,33.37
9/6/2001,1584,0,0.53,4.01,0,21.8656,24.95,33.5
9/7/2001,1838,0,0.61,3.98,0,0,25.97,33.65
9/8/2001,1796,0,0.6,4,0,0,26.51,34.66
9/9/2001,1931,0,0.64,4.06,0,0,26.1,35
9/10/2001,1931,0,0.64,4.11,0,1.607,25.51,35.14
9/11/2001,2897,0,0.96,4.56,0,0,26.07,35.57
9/12/2001,2927,0,0.97,4.96,0,8.7588,23.72,31.99
9/13/2001,2592,0,0.86,5.3,0,0.1357,24.81,32.77
9/14/2001,2592,0,0.86,5.55,0,0,25.54,33.24
9/15/2001,3240,0,1.08,6.03,0,0.328,24.49,33.99
9/16/2001,3821,0,1.27,6.66,0,1.6718,25.6,32
9/17/2001,4155,0,1.38,7.4,0,2.9688,25.52,33.26
9/18/2001,4079,0,1.36,7.79,0,0.2112,25.77,32.37
9/19/2001,5800,0,1.93,8.75,0,18.3982,25.11,34.3
9/20/2001,8501,0,2.83,10.72,0,13.5888,24,32.7
9/21/2001,9120,0,3.04,12.89,0,3.3434,24.61,31.2
9/22/2001,10106,0.2,3.37,15.18,0,0,24.93,33.62
9/23/2001,10980,0.69,3.66,17.56,0.1,0,25.04,34.38
9/24/2001,11628,1.39,3.87,20.05,0.3,0,25.99,34.9
9/25/2001,11628,2.1,3.87,22.56,0.4,6.9713,24.48,34.11
9/26/2001,10847,2.54,3.61,24.24,0.5,0.2834,25.01,33.04
9/27/2001,9194,0,3.06,24.47,0,31.318,24.3,33.24
9/28/2001,7432,0,2.47,23.91,0,0.6152,23.98,30.5
9/29/2001,7432,0,2.47,23.02,0,4.8859,24.08,29.61
9/30/2001,9488,0,3.16,22.53,0,41.247,23.24,27.71
10/1/2001,10462,2.86,3.48,22.14,0.5,11.1858,25.24,30.3
10/2/2001,10291,3.12,3.43,21.69,0.6,9.1039,25.17,31.96
10/3/2001,10737,3.53,3.58,21.66,0.7,35.6418,24.8,31.35
10/4/2001,11899,4.33,3.96,22.56,0.8,2.2077,25.18,30.4
10/5/2001,13133,5.53,4.37,24.45,1,0,24.95,32.22
10/6/2001,13133,6.74,4.37,26.35,1.2,9.7388,24.22,31.84
10/7/2001,11164,7.29,3.72,26.91,1.4,4.7289,24.88,29.69
10/8/2001,10848,7.74,3.61,27.04,1.4,14.2148,24.94,30.72
10/9/2001,11214,8.3,3.73,27.35,1.5,9.2651,24.93,30.96
10/10/2001,11131,8.84,3.71,27.48,1.6,0,25.06,32.14
10/11/2001,9294,0,3.09,26.61,0,0,24.95,32.88
10/12/2001,8270,0,2.75,24.99,0,1.7756,24.55,32.96
10/13/2001,7952,0,2.65,23.27,0,0,25.24,32.67
10/14/2001,7937,0,2.64,22.19,0,19.1752,24.55,32.5
10/15/2001,7478,0,2.49,21.07,0,0,24.98,32.44
10/16/2001,6401,0,2.13,19.47,0,2.1782,24.46,29.44
10/17/2001,6105,0,2.03,17.79,0,2.4067,24.61,29.83
10/18/2001,6534,0,2.18,16.87,0,4.9111,24.74,30.61
10/19/2001,6872,0,2.29,16.41,0,1.4211,24.84,31.54
10/20/2001,6949,0,2.31,16.07,0,0,25.04,32.74
10/21/2001,6819,0,2.27,15.7,0,0,23.31,32.39
10/22/2001,6218,0,2.07,15.28,0,0,23.27,32.03
10/23/2001,6190,0,2.06,15.21,0,0,22.79,32.17
10/24/2001,6108,0,2.03,15.21,0,0,24.51,32.05
10/25/2001,6108,0,2.03,15.07,0,0.198,23.66,31.36
10/26/2001,5212,0,1.74,14.52,0,0,23.15,31.33
10/27/2001,4429,0,1.47,13.68,0,0.2536,23.07,32.2
10/28/2001,4357,0,1.45,12.86,0,0.1833,22.29,33.03
10/29/2001,4002,0,1.33,12.12,0,0,21.65,32.54
10/30/2001,3248,0,1.08,11.14,0,0,22,33.16
10/31/2001,2846,0,0.95,10.06,0,0,22.17,32.85
11/1/2001,2846,0,0.95,8.97,0,1.7336,22.49,33.62
11/2/2001,3199,0,1.07,8.3,0,0.3328,23.21,33.3
11/3/2001,3190,0,1.06,7.89,0,0,22.14,32.93
11/4/2001,2336,0,0.78,7.21,0,0,21.91,30.71
11/5/2001,2336,0,0.78,6.66,0,0,23.85,32.05
11/6/2001,2208,0,0.74,6.31,0,0.3366,23.94,30.89
11/7/2001,2341,0,0.78,6.15,0,4.4204,22.62,27.8
11/8/2001,2203,0,0.73,5.93,0,0,22.44,28.45
11/9/2001,1889,0,0.63,5.5,0,0,22.36,30.19
11/10/2001,1848,0,0.62,5.05,0,0,22.97,31.34
11/11/2001,2193,0,0.73,5,0,0.761,22.41,28.07
11/12/2001,2193,0,0.73,4.95,0,3.1492,21.02,29.33
11/13/2001,2562,0,0.85,5.07,0,0,22.13,31.01
11/14/2001,2339,0,0.78,5.07,0,0,22.87,31.66
11/15/2001,2298,0,0.77,5.1,0,0.627,24.02,32.15
11/16/2001,2298,0,0.77,5.24,0,1.0778,23.14,30.73
11/17/2001,2512,0,0.84,5.46,0,0,22.81,31.4
11/18/2001,2342,0,0.78,5.51,0,0.1902,22.48,31.76
11/19/2001,2748,0,0.92,5.69,0,0,22.74,31.99
11/20/2001,2556,0,0.85,5.69,0,0,22.43,31.57
11/21/2001,2505,0,0.83,5.75,0,0,22.25,32.29
11/22/2001,2408,0,0.8,5.78,0,0,21.35,31.64
11/23/2001,1912,0,0.64,5.65,0,0,21.4,31.67
11/24/2001,1674,0,0.56,5.38,0,0,20.9,31.38
11/25/2001,1399,0,0.47,5.06,0,0,20.84,31.4
11/26/2001,851,0,0.28,4.43,0,0,20.76,31.2
11/27/2001,828,0,0.28,3.85,0,0,21.63,30.36
11/28/2001,639,0,0.21,3.23,0,0,19.83,29.97
11/29/2001,706,0,0.23,2.67,0,0,18.71,30.98
11/30/2001,881,0,0.29,2.32,0,0,19.66,30.39
12/1/2001,881,0,0.29,2.06,0,0.3407,20.8,29.19
12/2/2001,885,0,0.29,1.89,0,0,18.41,30.71
12/3/2001,843,0,0.28,1.89,0,0,17.19,30.53
12/4/2001,922,0,0.31,1.92,0,0,17.23,30.56
12/5/2001,1039,0,0.35,2.05,0,0,17.51,30.6
12/6/2001,791,0,0.26,2.08,0,0,18.06,30.37
12/7/2001,886,0,0.29,2.08,0,0,17.74,30.74
12/8/2001,1181,0,0.39,2.18,0,0,17.32,30.92
12/9/2001,1352,0,0.45,2.34,0,0,17.19,30.39
12/10/2001,1475,0,0.49,2.55,0,0,17.73,30.79
12/11/2001,1464,0,0.49,2.73,0,0,17.52,30.7
12/12/2001,1601,0,0.53,2.91,0,0,17.43,30.21
12/13/2001,2008,0,0.67,3.32,0,0,18.19,31.05
12/14/2001,2026,0,0.67,3.7,0,0,18.67,31.16
12/15/2001,1769,0,0.59,3.89,0,0,18.2,30.47
12/16/2001,1769,0,0.59,4.03,0,0,18.33,29.97
12/17/2001,1331,0,0.44,3.99,0,0,17.95,30.37
12/18/2001,1258,0,0.42,3.92,0,0,17.93,30.79
12/19/2001,1129,0,0.38,3.76,0,0,17.64,30.29
12/20/2001,850,0,0.28,3.37,0,0,17.71,30.18
12/21/2001,260,0,0.09,2.79,0,0,19.49,28.84
12/22/2001,454,0,0.15,2.35,0,0,19.16,27.63
12/23/2001,567,0,0.19,1.95,0,0,19.34,26.25
12/24/2001,1240,0,0.41,1.92,0,0,18,28.08
12/25/2001,1554,0,0.52,2.02,0,0,18.03,29.82
12/26/2001,1626,0,0.54,2.18,0,0,18.69,29.54
12/27/2001,1626,0,0.54,2.44,0,0,18.11,29.62
12/28/2001,2128,0,0.71,3.06,0,0,17.76,29.5
12/29/2001,2104,0,0.7,3.61,0,0,17.47,29.68
12/30/2001,2101,0,0.7,4.12,0,0,18.12,29.26
12/31/2001,1591,0,0.53,4.24,0,0,17.99,28.03
1/1/2002,1551,0,0.52,4.24,0,0,17.61,28.62
1/2/2002,1653,0,0.55,4.25,0,0,17.12,29.19
1/3/2002,1653,0,0.55,4.26,0,0,15.09,28.55
1/4/2002,1343,0,0.45,3.99,0,0,15.49,27.86
1/5/2002,902,0,0.3,3.59,0,0,17.84,27.82
1/6/2002,864,0,0.29,3.18,0,13.9564,19.48,28
1/7/2002,968,0,0.32,2.98,0,6.3812,19.4,27.3
1/8/2002,475,0,0.16,2.62,0,0,20.26,27.09
1/9/2002,420,0,0.14,2.21,0,0.2861,19.68,27.55
1/10/2002,92,0,0.03,1.69,0,0,18.6,27.79
1/11/2002,159,0,0.05,1.29,0,0,17.64,28.91
1/12/2002,255,0,0.09,1.08,0,0,16.51,28.96
1/13/2002,0,0,0,0.79,0,0,16.29,29.22
1/14/2002,0,0,0,0.47,0,0,16.29,29.53
1/15/2002,0,0,0,0.31,0,0,17.64,30.01
1/16/2002,0,0,0,0.17,0,0,17.59,30.59
1/17/2002,0,0,0,0.14,0,0,17.69,30.48
1/18/2002,0,0,0,0.09,0,0,18.33,30
1/19/2002,0,0,0,0,0,0,18.72,30.18
1/20/2002,0,0,0,0,0,0,19.96,30.04
1/21/2002,0,0,0,0,0,0,22.1,30.39
1/22/2002,0,0,0,0,0,0,22.72,30.83
1/23/2002,0,0,0,0,0,0,22.41,31.52
1/24/2002,0,0,0,0,0,0,21.78,32.21
1/25/2002,0,0,0,0,0,0,21.82,33.36
1/26/2002,0,0,0,0,0,0,20.18,33.24
1/27/2002,0,0,0,0,0,0,20.82,32.13
1/28/2002,0,0,0,0,0,0,21.34,31.61
1/29/2002,0,0,0,0,0,0,21.16,30.99
1/30/2002,0,0,0,0,0,0,21.09,31.09
1/31/2002,0,0,0,0,0,0,20.36,29.78
2/1/2002,0,0,0,0,0,0,21.03,29.63
2/2/2002,0,0,0,0,0,0,20.58,29.98
2/3/2002,250,0,0.08,0.08,0,0,20.38,29.73
2/4/2002,348,0,0.12,0.2,0,0,19.43,29.89
2/5/2002,331,0,0.11,0.31,0,0,20.27,30.09
2/6/2002,57,0,0.02,0.33,0,0,20.38,30.31
2/7/2002,655,0,0.22,0.55,0,0,21.31,30.57
2/8/2002,724,0,0.24,0.79,0,0,22.03,30.67
2/9/2002,873,0,0.29,1.08,0,0,21.4,29.65
2/10/2002,773,0,0.26,1.25,0,0,20.01,29.41
2/11/2002,826,0,0.28,1.41,0,0,21.55,30.39
2/12/2002,968,0,0.32,1.62,0,0,21.29,30.21
2/13/2002,973,0,0.32,1.93,0,0,20.32,30.44
2/14/2002,1403,0,0.47,2.18,0,0,19.95,31.48
2/15/2002,1413,0,0.47,2.41,0,0,20.43,32.04
2/16/2002,1263,0,0.42,2.54,0,0,20.46,32.37
2/17/2002,1263,0,0.42,2.7,0,0,20.84,32.79
2/18/2002,1641,0,0.55,2.97,0,0,20.97,32.57
2/19/2002,1638,0,0.55,3.19,0,0,20,32.26
2/20/2002,1428,0,0.48,3.35,0,0,19.92,32.57
2/21/2002,942,0,0.31,3.19,0,0,20.54,32.79
2/22/2002,1090,0,0.36,3.09,0,0,20.67,33.2
2/23/2002,1132,0,0.38,3.04,0,0,20.65,33.38
2/24/2002,895,0,0.3,2.92,0,0,20.01,34.21
2/25/2002,397,0,0.13,2.5,0,0,19.33,34.33
2/26/2002,129,0,0.04,2,0,0,19.14,34.72
2/27/2002,270,0,0.09,1.62,0,0,19.98,33.3
2/28/2002,270,0,0.09,1.39,0,0,20.64,33.91
3/1/2002,0,0,0,1.03,0,0,21.46,34.02
3/2/2002,0,0,0,0.65,0,0,21.88,34.08
3/3/2002,0,0,0,0.35,0,0,21.37,34.85
3/4/2002,0,0,0,0.22,0,0,22.31,34.98
3/5/2002,124,0,0.04,0.22,0,0,22.4,35.02
3/6/2002,84,0,0.03,0.16,0,0,22.63,34.44
3/7/2002,222,0,0.07,0.14,0,0,22.79,33.91
3/8/2002,316,0,0.11,0.25,0,0,23.62,34.05
3/9/2002,470,0,0.16,0.4,0,0,23.6,33.5
3/10/2002,190,0,0.06,0.47,0,0,22.62,33.93
3/11/2002,485,0,0.16,0.63,0,0,23.19,34.29
3/12/2002,507,0,0.17,0.76,0,0,22.64,36.05
3/13/2002,383,0,0.13,0.86,0,0,22.76,36.11
3/14/2002,508,0,0.17,0.95,0,0,22.47,35.23
3/15/2002,508,0,0.17,1.02,0,0,22.55,34.75
3/16/2002,113,0,0.04,0.9,0,0,22.36,33.94
3/17/2002,324,0,0.11,0.94,0,0,22.67,34.47
3/18/2002,353,0,0.12,0.9,0,0,22.5,34.32
3/19/2002,353,0,0.12,0.85,0,0,21.9,34.5
3/20/2002,261,0,0.09,0.81,0,0,21.36,34.56
3/21/2002,334,0,0.11,0.75,0,0,21.25,34.53
3/22/2002,410,0,0.14,0.72,0,0,23.07,34.26
3/23/2002,1160,0,0.39,1.06,0,0,23.36,35.17
3/24/2002,1298,0,0.43,1.39,0,0,23.69,36.43
3/25/2002,1080,0,0.36,1.63,0,0,24.78,36.85
3/26/2002,1080,0,0.36,1.87,0,0,25.09,37.12
3/27/2002,1510,0,0.5,2.29,0,0,25.23,36.63
3/28/2002,1487,0,0.5,2.67,0,0,25.58,36.22
3/29/2002,1492,0,0.5,3.03,0,0,25.95,36.05
3/30/2002,1333,0,0.44,3.09,0,0,25.79,36.18
3/31/2002,1272,0,0.42,3.08,0,0,25.16,35.58
4/1/2002,1697,0,0.57,3.29,0,0,25.93,35.29
4/2/2002,1595,0,0.53,3.46,0,0,26.1,35.93
4/3/2002,1228,0,0.41,3.36,0,0,26.48,36.26
4/4/2002,1204,0,0.4,3.27,0,0,26.28,37.17
4/5/2002,1240,0,0.41,3.19,0,0,24.92,36.87
4/6/2002,1240,0,0.41,3.16,0,0,25.36,35.84
4/7/2002,1431,0,0.48,3.21,0,0,24.94,35.99
4/8/2002,1423,0,0.47,3.12,0,0,24.63,35.47
4/9/2002,1170,0,0.39,2.98,0,0,24.26,36.03
4/10/2002,1468,0,0.49,3.06,0,0,25.05,36.2
4/11/2002,1663,0,0.55,3.21,0,0,25.11,36.1
4/12/2002,1486,0,0.49,3.29,0,0,26.23,36.49
4/13/2002,1130,0,0.38,3.25,0,0,26.32,36.17
4/14/2002,908,0,0.3,3.08,0,0,25.43,36.22
4/15/2002,572,0,0.19,2.8,0,0,25.65,36.38
4/16/2002,812,0,0.27,2.68,0,0,25.93,36.8
4/17/2002,448,0,0.15,2.34,0,0,26.6,37.83
4/18/2002,0,0,0,1.78,0,0,26.56,37.92
4/19/2002,0,0,0,1.29,0,0,26.51,38.18
4/20/2002,0,0,0,0.91,0,0,26.63,38.14
4/21/2002,0,0,0,0.61,0,0,26.96,37.91
4/22/2002,0,0,0,0.42,0,0,26.95,37.43
4/23/2002,0,0,0,0.15,0,0,27.17,38.7
4/24/2002,0,0,0,0,0,0,27.79,38.86
4/25/2002,0,0,0,0,0,0,27.6,38.42
4/26/2002,0,0,0,0,0,0,27.18,38.15
4/27/2002,0,0,0,0,0,0,27.47,38.37
4/28/2002,0,0,0,0,0,0,27.15,38.38
4/29/2002,0,0,0,0,0,0,27.2,38.13
4/30/2002,0,0,0,0,0,0,27.86,39.16
5/1/2002,0,0,0,0,0,0,27.2,38.83
5/2/2002,0,0,0,0,0,0,27.05,38.53
5/3/2002,18,0,0.01,0.01,0,0,27.3,38
5/4/2002,0,0,0,0.01,0,0,27.39,37.26
5/5/2002,0,0,0,0.01,0,0,27.78,37.62
5/6/2002,0,0,0,0.01,0,0,28.09,38.41
5/7/2002,0,0,0,0.01,0,0,28.08,39.24
5/8/2002,36,0,0.01,0.02,0,0,28.78,39
5/9/2002,231,0,0.08,0.09,0,0,28.61,41.05
5/10/2002,231,0,0.08,0.17,0,0,30.16,41.71
5/11/2002,379,0,0.13,0.29,0,0,30.34,43.13
5/12/2002,601,0,0.2,0.49,0,0,30.73,42.4
5/13/2002,552,0,0.18,0.68,0,0,30.27,42.37
5/14/2002,2514,0,0.84,1.51,0,0,30.42,42.62
5/15/2002,3471,0,1.16,2.66,0,1.7767,25.64,41.83
5/16/2002,3498,0,1.16,3.74,0,0,28.34,36.74
5/17/2002,3498,0,1.16,4.83,0,0,25.57,40.71
5/18/2002,4015,0,1.34,6.04,0,0,27.39,36.01
5/19/2002,4197,0,1.4,7.24,0,0,28.87,38.77
5/20/2002,4205,0,1.4,8.46,0,0,28.78,40.48
5/21/2002,2332,0,0.78,8.4,0,0,28.29,40.69
5/22/2002,1693,0,0.56,7.8,0,0,28.54,40.82
5/23/2002,1609,0,0.54,7.18,0,0,28.95,41.84
5/24/2002,1609,0,0.54,6.55,0,0,29.64,42.4
5/25/2002,1359,0,0.45,5.66,0,0.7355,28.22,40.92
5/26/2002,1679,0,0.56,4.82,0,0,26.46,37.39
5/27/2002,2098,0,0.7,4.12,0,1.0193,27.6,38.26
5/28/2002,2363,0,0.79,4.13,0,12.9104,28.14,39.37
5/29/2002,3215,0,1.07,4.64,0,0,28.85,40.9
5/30/2002,3640,0,1.21,5.32,0,0,26.99,40.62
5/31/2002,4710,0,1.57,6.35,0,14.0839,24.99,40.18
6/1/2002,5133,0,1.71,7.6,0,0,27.39,36.32
6/2/2002,5151,0,1.72,8.76,0,0,27.13,38.93
6/3/2002,5097,0,1.7,9.76,0,2.0217,27.37,38.02
6/4/2002,4429,0,1.47,10.45,0,0,28.02,38.05
6/5/2002,4085,0,1.36,10.74,0,0,28.09,37.94
6/6/2002,4616,0,1.54,11.06,0,43.8802,25.7,37.11
6/7/2002,3150,0,1.05,10.54,0,11.0014,26,35.6
6/8/2002,3126,0,1.04,9.87,0,0,27.9,35.53
6/9/2002,2425,0,0.81,8.97,0,0.1743,27.1,39.33
6/10/2002,2004,0,0.67,7.94,0,0,27.14,37.24
6/11/2002,1842,0,0.61,7.07,0,0,26.18,35.59
6/12/2002,1842,0,0.61,6.33,0,0,26.88,35.84
6/13/2002,789,0,0.26,5.05,0,0,27.35,37.23
6/14/2002,359,0,0.12,4.12,0,0,27.01,36.57
6/15/2002,0,0,0,3.08,0,0,27.13,37.14
6/16/2002,0,0,0,2.28,0,0,27.3,36.53
6/17/2002,0,0,0,1.61,0,1.4688,26.08,37.08
6/18/2002,528,0,0.18,1.17,0,4.3408,26.27,34.86
6/19/2002,569,0,0.19,0.75,0,3.9077,26.37,35.02
6/20/2002,855,0,0.28,0.77,0,1.2896,25.58,33.36
6/21/2002,783,0,0.26,0.91,0,0,25.86,32.7
6/22/2002,723,0,0.24,1.15,0,12.7833,25.18,32.8
6/23/2002,307,0,0.1,1.25,0,0,25.94,31.9
6/24/2002,1239,0,0.41,1.67,0,0,26.68,34.99
6/25/2002,864,0,0.29,1.78,0,3.2958,26.59,32.92
6/26/2002,707,0,0.24,1.82,0,3.0709,25.69,33.8
6/27/2002,707,0,0.24,1.77,0,0,26.53,35.16
6/28/2002,856,0,0.28,1.8,0,0,26.92,36.71
6/29/2002,1069,0,0.36,1.91,0,0,26.98,37.73
6/30/2002,1504,0,0.5,2.31,0,0,27.53,37.72
7/1/2002,845,0,0.28,2.18,0,0,27.13,37.94
7/2/2002,489,0,0.16,2.06,0,0,27.55,36.55
7/3/2002,519,0,0.17,1.99,0,0,27.68,36.4
7/4/2002,306,0,0.1,1.86,0,0,27.65,37
7/5/2002,298,0,0.1,1.67,0,0,28.16,37.04
7/6/2002,285,0,0.09,1.41,0,0,28.35,37.55
7/7/2002,202,0,0.07,0.98,0,0,28.2,38.14
7/8/2002,202,0,0.07,0.77,0,0,27.99,38.05
7/9/2002,334,0,0.11,0.71,0,0,27.58,38.06
7/10/2002,453,0,0.15,0.69,0,0,27.93,37.63
7/11/2002,468,0,0.16,0.75,0,0,28.03,37.84
7/12/2002,291,0,0.1,0.74,0,1.8193,27.37,37.52
7/13/2002,907,0,0.3,0.95,0,0,27.42,36.85
7/14/2002,1375,0,0.46,1.34,0,0.2897,27.56,37.85
7/15/2002,1375,0,0.46,1.73,0,0,27.69,37.83
7/16/2002,1454,0,0.48,2.1,0,0,27.08,37.14
7/17/2002,1264,0,0.42,2.38,0,0,25.28,34.19
7/18/2002,1274,0,0.42,2.64,0,13.7385,24.6,29.95
7/19/2002,1411,0,0.47,3.02,0,0,24.81,30.1
7/20/2002,585,0,0.19,2.91,0,0,26.07,33.6
7/21/2002,250,0,0.08,2.54,0,0,26.33,35
7/22/2002,101,0,0.03,2.11,0,0,26.46,35.74
7/23/2002,552,0,0.18,1.81,0,2.9718,26.21,35.37
7/24/2002,897,0,0.3,1.69,0,2.264,25.67,35.04
7/25/2002,1049,0,0.35,1.61,0,17.0787,23.55,33.17
7/26/2002,1441,0,0.48,1.62,0,1.427,24.77,34.09
7/27/2002,1377,0,0.46,1.89,0,0,26.41,34.77
7/28/2002,1441,0,0.48,2.28,0,0,26.02,34.83
7/29/2002,2081,0,0.69,2.94,0,0,26.75,34.82
7/30/2002,1722,0,0.57,3.33,0,3.1608,25.48,35.58
7/31/2002,1948,0,0.65,3.68,0,43.2203,25.18,33.92
8/1/2002,2589,0,0.86,4.19,0,18.1718,25,33.2
8/2/2002,2509,0,0.84,4.55,0,8.1963,26.32,33.87
8/3/2002,2984,0,0.99,5.09,0,7.7533,25.34,34.41
8/4/2002,3070,0,1.02,5.63,0,0,25.75,33.2
8/5/2002,4042,0,1.35,6.28,0,21.5181,24.56,33.91
8/6/2002,4488,0,1.49,7.2,0,6.9342,25,31.44
8/7/2002,4675,0,1.56,8.11,0,12.6358,24.25,31.81
8/8/2002,3941,0,1.31,8.56,0,14.7676,23.11,28.99
8/9/2002,4435,0,1.48,9.2,0,11.0022,23.08,27.71
8/10/2002,4077,0,1.36,9.57,0,2.6317,23.95,28.1
8/11/2002,4245,0,1.41,9.96,0,0.9529,23.81,30.69
8/12/2002,3061,0,1.02,9.63,0,49.6061,23.75,31.37
8/13/2002,4140,0,1.38,9.51,0,26.8112,24.33,29.41
8/14/2002,4140,0,1.38,9.34,0,0,24.93,30.96
8/15/2002,5264,0,1.75,9.78,0,0,25.69,32.24
8/16/2002,5597,0,1.86,10.16,0,0,25.77,33.21
8/17/2002,6186,0,2.06,10.87,0,1.6696,25.51,33.47
8/18/2002,6803,0,2.27,11.72,0,0.6221,24.99,33.62
8/19/2002,7896,0,2.63,13.33,0,4.1418,25.01,33.64
8/20/2002,7023,0,2.34,14.29,0,1.9835,25.68,33.89
8/21/2002,6634,0,2.21,15.12,0,0,26.28,33.11
8/22/2002,5895,0,1.96,15.33,0,0,25.3,33.06
8/23/2002,5640,0,1.88,15.34,0,4.4191,24.32,32.33
8/24/2002,5352,0,1.78,15.07,0,10.7099,24.12,28.6
8/25/2002,5352,0,1.78,14.58,0,11.867,24.84,31.71
8/26/2002,5185,0,1.73,13.68,0,0,24.69,33.04
8/27/2002,5148,0,1.71,13.05,0,0,25.53,33.38
8/28/2002,4865,0,1.62,12.47,0,0.1585,25.18,35.2
8/29/2002,4375,0,1.46,11.96,0,0,25.16,33.65
8/30/2002,4362,0,1.45,11.53,0,12.4375,24.66,33.98
8/31/2002,4232,0,1.41,11.16,0,7.1281,24.69,33.73
9/1/2002,4128,0,1.37,10.75,0,3.3354,24.67,31.83
9/2/2002,3487,0,1.16,10.19,0,6.1155,25.43,31.87
9/3/2002,3305,0,1.1,9.57,0,5.0402,24.94,33.65
9/4/2002,3360,0,1.12,9.07,0,2.3851,25.08,33.02
9/5/2002,4415,0,1.47,9.09,0,16.0283,25.05,32.81
9/6/2002,3903,0,1.3,8.93,0,6.9381,25.37,33.48
9/7/2002,4074,0,1.36,8.88,0,1.3996,25.55,33.06
9/8/2002,4141,0,1.38,8.89,0,0,25.52,33.33
9/9/2002,4348,0,1.45,9.17,0,0,24.96,33.29
9/10/2002,4288,0,1.43,9.5,0,0,24.57,34.14
9/11/2002,4318,0,1.44,9.82,0,1.0822,25.18,33.85
9/12/2002,3920,0,1.31,9.65,0,0.6998,25.82,34.5
9/13/2002,4264,0,1.42,9.77,0,0,25.48,34.19
9/14/2002,4259,0,1.42,9.84,0,0,25.62,34.93
9/15/2002,3907,0,1.3,9.76,0,0,25.25,35.32
9/16/2002,3941,0,1.31,9.62,0,0,25.48,35.01
9/17/2002,3842,0,1.28,9.47,0,0,25.21,35.3
9/18/2002,3583,0,1.19,9.23,0,0,25.02,34.18
9/19/2002,3028,0,1.01,8.93,0,0,24.66,34.6
9/20/2002,2622,0,0.87,8.39,0,0,25.09,34.61
9/21/2002,1966,0,0.65,7.62,0,0,25.22,35.13
9/22/2002,1779,0,0.59,6.91,0,0,25.4,35.58
9/23/2002,1513,0,0.5,6.1,0,0,25.96,35.24
9/24/2002,1513,0,0.5,5.33,0,0,25.59,34.78
9/25/2002,1630,0,0.54,4.68,0,3.4991,26.77,35.94
9/26/2002,1870,0,0.62,4.29,0,0,26.4,35.87
9/27/2002,2352,0,0.78,4.2,0,0,25.73,36.39
9/28/2002,2711,0,0.9,4.45,0,0,25.12,35.8
9/29/2002,2823,0,0.94,4.8,0,0,25.56,36.73
9/30/2002,2554,0,0.85,5.15,0,0,24.92,36.92
10/1/2002,2554,0,0.85,5.49,0,0,25.56,36.25
10/2/2002,2521,0,0.84,5.79,0,0,26.02,35.58
10/3/2002,2223,0,0.74,5.91,0,0.3041,25.46,35.7
10/4/2002,1977,0,0.66,5.78,0,0,25.87,36.77
10/5/2002,1977,0,0.66,5.54,0,0,25.5,35.96
10/6/2002,2078,0,0.69,5.29,0,0,25.7,36.59
10/7/2002,2198,0,0.73,5.17,0,0,25.56,35.04
10/8/2002,2287,0,0.76,5.08,0,3.8879,24.86,34.74
10/9/2002,2797,0,0.93,5.17,0,0.5054,24.8,33.44
10/10/2002,3084,0,1.03,5.46,0,7.7536,24.28,31.66
10/11/2002,3300,0,1.1,5.9,0,4.8752,24.46,31.28
10/12/2002,3300,0,1.1,6.34,0,48.907,24.16,31.67
10/13/2002,3371,0,1.12,6.77,0,25.1094,24.56,31.81
10/14/2002,4484,0,1.49,7.53,0,12.1794,24.12,30.8
10/15/2002,4894,0,1.63,8.4,0,5.8954,24.2,30.28
10/16/2002,4887,0,1.63,9.1,0,2.644,24.33,30.17
10/17/2002,4926,0,1.64,9.71,0,0,24.87,30.64
10/18/2002,5472,0,1.82,10.43,0,1.3765,24.56,32.21
10/19/2002,5118,0,1.7,11.04,0,0.4359,23.79,32.35
10/20/2002,5119,0,1.7,11.62,0,0,22.88,33.37
10/21/2002,4063,0,1.35,11.48,0,0,23.58,33.49
10/22/2002,3438,0,1.14,11,0,0,22.92,32.88
