Date,Avg-Dis,Flood event Runoff mm,Daily Runoff,Avg Weekly runoff,Flood magnitude(0-10) mm,rain,tmin,tmax
1/1/1998,0,0,0,,0,0,20.71,30.6
1/2/1998,0,0,0,,0,0,20.58,30.57
1/3/1998,0,0,0,,0,2.0198,21.45,29.87
1/4/1998,893,0,0.3,,0,0,21.55,29.77
1/5/1998,817,0,0.27,,0,0,19.43,29.75
1/6/1998,1069,0,0.36,,0,0,17.88,29.23
1/7/1998,1322,0,0.44,1.37,0,0,18.5,29.31
1/8/1998,1028,0,0.34,1.71,0,0,18.17,29.25
1/9/1998,1187,0,0.4,2.1,0,0,18.51,28.92
1/10/1998,1338,0,0.45,2.55,0,0,18.88,29.58
1/11/1998,882,0,0.29,2.55,0,0,18.76,29.46
1/12/1998,498,0,0.17,2.44,0,0,19.62,29.68
1/13/1998,142,0,0.05,2.13,0,0,19.31,30.14
1/14/1998,0,0,0,1.69,0,0,19.57,30.84
1/15/1998,0,0,0,1.35,0,0,20.15,30.66
1/16/1998,143,0,0.05,1,0,0,20.4,31.4
1/17/1998,143,0,0.05,0.6,0,0,20.95,31.86
1/18/1998,713,0,0.24,0.55,0,0,19.9,31.52
1/19/1998,1419,0,0.47,0.85,0,0,19.66,31.11
1/20/1998,1184,0,0.39,1.2,0,0,21.28,30.63
1/21/1998,1596,0,0.53,1.73,0,0,22.38,29.98
1/22/1998,1857,0,0.62,2.35,0,0,21.63,31.8
1/23/1998,1594,0,0.53,2.83,0,0,22.47,31.61
1/24/1998,1501,0,0.5,3.28,0,0,22.52,30.27
1/25/1998,1298,0,0.43,3.48,0,0,21.96,30.84
1/26/1998,1148,0,0.38,3.39,0,0,21.22,30.9
1/27/1998,1152,0,0.38,3.38,0,0,20.89,30.98
1/28/1998,1072,0,0.36,3.2,0,0,21.43,31
1/29/1998,877,0,0.29,2.88,0,0,21.18,31.02
1/30/1998,773,0,0.26,2.6,0,0,21.14,31.43
1/31/1998,444,0,0.15,2.25,0,0,21.36,30.9
2/1/1998,72,0,0.02,1.84,0,0,21.27,31.57
2/2/1998,0,0,0,1.46,0,0,22.25,31.47
2/3/1998,0,0,0,1.08,0,0,21.73,31.74
2/4/1998,0,0,0,0.72,0,1.643,22.52,31.89
2/5/1998,0,0,0,0.43,0,0,22.09,31.95
2/6/1998,0,0,0,0.17,0,0,21.87,31.36
2/7/1998,0,0,0,0.02,0,2.1833,22.34,31.19
2/8/1998,0,0,0,0,0,0,21.82,32.18
2/9/1998,0,0,0,0,0,0,20.85,30
2/10/1998,0,0,0,0,0,0,20.28,30.98
2/11/1998,0,0,0,0,0,0,19.77,30.9
2/12/1998,0,0,0,0,0,0,19.24,30.84
2/13/1998,0,0,0,0,0,0,19.47,30.96
2/14/1998,0,0,0,0,0,0,19.4,30.88
2/15/1998,80,0,0.03,0.03,0,0,19.28,31.45
2/16/1998,0,0,0,0.03,0,0,19.71,31.48
2/17/1998,0,0,0,0.03,0,0,21.15,32.37
2/18/1998,0,0,0,0.03,0,0,21.23,32.44
2/19/1998,0,0,0,0.03,0,0,22.76,33.28
2/20/1998,0,0,0,0.03,0,0,23.32,33.78
2/21/1998,0,0,0,0.03,0,0,24.52,34.01
2/22/1998,0,0,0,0,0,0,24.54,34.45
2/23/1998,153,0,0.05,0.05,0,0,24.83,34.1
2/24/1998,6,0,0,0.05,0,0,22.86,33.59
2/25/1998,356,0,0.12,0.17,0,0,22.92,33.48
2/26/1998,0,0,0,0.17,0,0,23.49,33.52
2/27/1998,0,0,0,0.17,0,0,23.88,34.13
2/28/1998,0,0,0,0.17,0,0,23.96,34.09
3/1/1998,294,0,0.1,0.27,0,0,24.06,34.01
3/2/1998,523,0,0.17,0.39,0,0,23.24,33.64
3/3/1998,523,0,0.17,0.56,0,0,22.94,33.57
3/4/1998,594,0,0.2,0.64,0,0,23.38,33.05
3/5/1998,1124,0,0.37,1.02,0,0.1481,23.54,33.76
3/6/1998,1864,0,0.62,1.64,0,0,22.9,33.61
3/7/1998,2046,0,0.68,2.32,0,0,22.35,32.87
3/8/1998,2083,0,0.69,2.92,0,0,24.81,33.62
3/9/1998,1549,0,0.52,3.26,0,0,25.62,34.63
3/10/1998,1705,0,0.57,3.65,0,0.3242,25.19,34.57
3/11/1998,1390,0,0.46,3.92,0,0,24.66,35.02
3/12/1998,959,0,0.32,3.86,0,0,25.05,34.98
3/13/1998,775,0,0.26,3.5,0,0,24.92,34.63
3/14/1998,446,0,0.15,2.97,0,0,24.98,35.75
3/15/1998,328,0,0.11,2.38,0,0,24.25,34.3
3/16/1998,600,0,0.2,2.07,0,0,24.11,34.13
3/17/1998,856,0,0.28,1.78,0,0,21.98,33.24
3/18/1998,959,0,0.32,1.64,0,0,21.76,34.1
3/19/1998,1781,0,0.59,1.91,0,0,23.33,34.26
3/20/1998,1761,0,0.59,2.24,0,0,23.4,34.71
3/21/1998,1761,0,0.59,2.68,0,0,23.35,34.65
3/22/1998,1739,0,0.58,3.15,0,0,24.01,35.51
3/23/1998,1739,0,0.58,3.53,0,0,24.92,36.33
3/24/1998,1094,0,0.36,3.61,0,0,25,36.23
3/25/1998,1064,0,0.35,3.64,0,0,26.24,35.61
3/26/1998,191,0,0.06,3.11,0,0,25.3,35.26
3/27/1998,428,0,0.14,2.67,0,0,25.32,35.28
3/28/1998,428,0,0.14,2.23,0,0,24.24,34.8
3/29/1998,0,0,0,1.65,0,0,24.85,34.93
3/30/1998,0,0,0,1.07,0,0,25.32,34.65
3/31/1998,0,0,0,0.7,0,0,25.44,34.96
4/1/1998,628,0,0.21,0.56,0,8.0407,24.86,34.8
4/2/1998,500,0,0.17,0.66,0,0.9974,24.76,35.28
4/3/1998,206,0,0.07,0.59,0,0,25.22,35.19
4/4/1998,0,0,0,0.44,0,0,25.44,35.5
4/5/1998,137,0,0.05,0.49,0,0,25.45,35.45
4/6/1998,137,0,0.05,0.53,0,0,24.59,35.36
4/7/1998,172,0,0.06,0.59,0,0,25.33,36.12
4/8/1998,0,0,0,0.38,0,0,26,36.46
4/9/1998,521,0,0.17,0.39,0,0,26.28,36.44
4/10/1998,314,0,0.1,0.43,0,0,24.86,35.45
4/11/1998,617,0,0.21,0.63,0,0,25.34,35.81
4/12/1998,1019,0,0.34,0.93,0,0,25.18,36.38
4/13/1998,491,0,0.16,1.04,0,0,24.9,36.64
4/14/1998,764,0,0.25,1.24,0,0,26.45,37.46
4/15/1998,690,0,0.23,1.47,0,0,25.64,36.8
4/16/1998,689,0,0.23,1.53,0,0,23.6,36.23
4/17/1998,689,0,0.23,1.65,0,0,23.75,35.87
4/18/1998,1031,0,0.34,1.79,0,0,25.51,35.8
4/19/1998,893,0,0.3,1.75,0,0,27.27,37.69
4/20/1998,1523,0,0.51,2.09,0,0,27.54,38.38
4/21/1998,1617,0,0.54,2.38,0,0,28.04,38.98
4/22/1998,2055,0,0.68,2.83,0,0,27.94,38.06
4/23/1998,2264,0,0.75,3.35,0,0,26.97,37.58
4/24/1998,3918,0,1.3,4.43,0,0,28.2,38.33
4/25/1998,5148,0,1.71,5.8,0,25.2102,22.74,38.48
4/26/1998,5138,0,1.71,7.21,0,0,24.11,33.5
4/27/1998,5459,0,1.82,8.52,0,0,26.23,35.84
4/28/1998,5927,0,1.97,9.96,0,0,24.73,37.53
4/29/1998,6104,0,2.03,11.31,0,0,26.29,36.08
4/30/1998,6846,0,2.28,12.83,0,0,26.75,37.86
5/1/1998,5864,0,1.95,13.48,0,0,27.64,38.04
5/2/1998,4352,0,1.45,13.22,0,16.0047,25.56,37.96
5/3/1998,3421,0,1.14,12.64,0,0,27.16,37.84
5/4/1998,3027,0,1.01,11.83,0,0,27.15,37.87
5/5/1998,3027,0,1.01,10.87,0,0,27.8,38.52
5/6/1998,2855,0,0.95,9.79,0,0,28.38,38.57
5/7/1998,2855,0,0.95,8.46,0,0,27.51,37.44
5/8/1998,2234,0,0.74,7.25,0,0,26.67,37.37
5/9/1998,1898,0,0.63,6.43,0,0,26,37.55
5/10/1998,1880,0,0.63,5.92,0,0,27.01,37.59
5/11/1998,1874,0,0.62,5.54,0,0,27.98,37.95
5/12/1998,1493,0,0.5,5.02,0,0,26.34,36.78
5/13/1998,1156,0,0.38,4.46,0,0.391,26.12,36.75
5/14/1998,1156,0,0.38,3.89,0,0,25.9,36.84
5/15/1998,706,0,0.24,3.38,0,0,25.87,37.11
5/16/1998,772,0,0.26,3.01,0,0,27.4,37.46
5/17/1998,550,0,0.18,2.57,0,0,27.68,38.3
5/18/1998,184,0,0.06,2,0,0,28.13,38.99
5/19/1998,138,0,0.05,1.55,0,0,27.84,40.32
5/20/1998,190,0,0.06,1.23,0,0,29.43,40.69
5/21/1998,190,0,0.06,0.91,0,10.9715,28.08,42.78
5/22/1998,72,0,0.02,0.7,0,0,29.59,40.21
5/23/1998,72,0,0.02,0.46,0,0.3144,27.44,43.17
5/24/1998,619,0,0.21,0.49,0,0,30.14,42.46
5/25/1998,789,0,0.26,0.69,0,0,30.08,44.24
5/26/1998,1294,0,0.43,1.07,0,0,30.7,41.44
5/27/1998,1409,0,0.47,1.48,0,0,30.89,44.82
5/28/1998,1250,0,0.42,1.83,0,0,31.04,45.01
5/29/1998,1640,0,0.55,2.36,0,0,30.24,45.04
5/30/1998,2521,0,0.84,3.17,0,0,30.27,44.7
5/31/1998,2294,0,0.76,3.73,0,0,30.15,45.58
6/1/1998,2294,0,0.76,4.23,0,0,30.8,44.44
6/2/1998,2364,0,0.79,4.59,0,0,30.92,43.52
6/3/1998,2364,0,0.79,4.9,0,0,29.92,43.08
6/4/1998,2680,0,0.89,5.38,0,0,30.77,42.52
6/5/1998,3363,0,1.12,5.95,0,2.5649,29.67,42.72
6/6/1998,2980,0,0.99,6.11,0,0,29.34,41.19
6/7/1998,3498,0,1.16,6.51,0,0,29.09,40.74
6/8/1998,3751,0,1.25,6.99,0,0,30.39,41.34
6/9/1998,3858,0,1.28,7.49,0,0,30.73,41.95
6/10/1998,3652,0,1.22,7.92,0,0,29.81,41.28
6/11/1998,3369,0,1.12,8.15,0,0,29.74,40.99
6/12/1998,2953,0,0.98,8.01,0,0,29.35,38.84
6/13/1998,2896,0,0.96,7.98,0,0,27.82,39.76
6/14/1998,2792,0,0.93,7.75,0,47.5781,25.42,37.46
6/15/1998,3090,0,1.03,7.53,0,24.9881,25.99,33.35
6/16/1998,3385,0,1.13,7.37,0,0.4275,27.1,33.21
6/17/1998,3629,0,1.21,7.36,0,0,27.76,37.24
6/18/1998,4047,0,1.35,7.59,0,1.9629,28.25,36.56
6/19/1998,3428,0,1.14,7.75,0,22.5815,26.86,37.96
6/20/1998,3381,0,1.13,7.91,0,22.9479,27.38,36.43
6/21/1998,3381,0,1.13,8.1,0,0.6412,27.56,34.93
6/22/1998,3094,0,1.03,8.11,0,0,27.62,36.46
6/23/1998,2942,0,0.98,7.96,0,0,27.81,36.28
6/24/1998,4436,0,1.48,8.23,0,30.8639,26.79,34.01
6/25/1998,6381,0,2.12,9,0,0.4275,28.25,35.54
6/26/1998,6999,0,2.33,10.19,0,0,28.43,36.46
6/27/1998,7335,0,2.44,11.51,0,0,27.94,37.02
6/28/1998,7335,0,2.44,12.83,0,0.2897,28.13,35.92
6/29/1998,8090,0,2.69,14.49,0,7.8095,27.23,36.73
6/30/1998,8090,0,2.69,16.2,0,0,26.89,35.87
7/1/1998,6624,0,2.21,16.93,0,22.7283,24.41,34.39
7/2/1998,4564,0,1.52,16.33,0,18.6887,24.72,29.83
7/3/1998,3945,0,1.31,15.31,0,2.7376,25.39,29.99
7/4/1998,3745,0,1.25,14.12,0,9.7597,24.6,32.24
7/5/1998,3745,0,1.25,12.92,0,0,26.5,32.93
7/6/1998,3427,0,1.14,11.37,0,19.4068,25.84,34.14
7/7/1998,3427,0,1.14,9.82,0,0,26.62,34.54
7/8/1998,3404,0,1.13,8.74,0,0,27.38,34.58
7/9/1998,3646,0,1.21,8.44,0,8.8935,24.93,32.75
7/10/1998,4397,0,1.46,8.59,0,53.6675,24.72,31.86
7/11/1998,4451,0,1.48,8.82,0,1.4373,25.91,28.98
7/12/1998,4300,0,1.43,9.01,0,2.9154,26.49,33.38
7/13/1998,3775,0,1.26,9.12,0,0,27.4,35.04
7/14/1998,3607,0,1.2,9.18,0,0,27.4,35.51
7/15/1998,3963,0,1.32,9.37,0,0,27.64,36.11
7/16/1998,4240,0,1.41,9.57,0,0,26.05,35.3
7/17/1998,3781,0,1.26,9.36,0,0,26.84,36
7/18/1998,3781,0,1.26,9.14,0,0,24.71,35.43
7/19/1998,3538,0,1.18,8.89,0,0,26.09,33.61
7/20/1998,3179,0,1.06,8.69,0,0,25.72,34.05
7/21/1998,3216,0,1.07,8.56,0,0,26.45,34.65
7/22/1998,2885,0,0.96,8.2,0,0,27.65,35.83
7/23/1998,2776,0,0.92,7.71,0,0.4275,27.12,36.99
7/24/1998,2743,0,0.91,7.37,0,0.2565,25.59,36.47
7/25/1998,2743,0,0.91,7.02,0,0,25.55,36.85
7/26/1998,3552,0,1.18,7.02,0,9.2527,24.69,34.69
7/27/1998,3190,0,1.06,7.03,0,0,26.13,31.82
7/28/1998,2920,0,0.97,6.93,0,20.0212,24.18,32.7
7/29/1998,2744,0,0.91,6.88,0,67.7673,23.7,27.71
7/30/1998,3802,0,1.27,7.22,0,14.7724,24.74,28.41
7/31/1998,5077,0,1.69,8,0,0.4171,25.85,32.43
8/1/1998,4375,0,1.46,8.54,0,0,25.76,33.91
8/2/1998,5751,0,1.91,9.28,0,24.9136,25.45,33.59
8/3/1998,6916,0,2.3,10.52,0,5.4311,24.95,31.45
8/4/1998,8108,0,2.7,12.24,0,8.4608,23.7,34.14
8/5/1998,8108,0,2.7,14.03,0,0.1534,25.64,30.26
8/6/1998,8184,0,2.73,15.49,0,5.0442,25.2,33.04
8/7/1998,8321,0,2.77,16.57,0,13.0707,24.97,31.1
8/8/1998,10031,0.17,3.34,18.45,0,0,24.86,31.65
8/9/1998,8519,0,2.84,19.38,0,2.5187,25.35,32.16
8/10/1998,8197,0,2.73,19.8,0,42.7069,25.1,31.28
8/11/1998,8359,0,2.78,19.89,0,2.4066,25.34,30.18
8/12/1998,8359,0,2.78,19.97,0,0.2837,25.97,32.95
8/13/1998,8378,0,2.79,20.03,0,0.3203,26.95,32.92
8/14/1998,8378,0,2.79,20.05,0,3.1562,25.66,34.62
8/15/1998,8481,0,2.82,19.54,0,34.4942,24.27,32.57
8/16/1998,9491,0,3.16,19.86,0,0,25.58,29.84
8/17/1998,9994,0.34,3.33,20.46,0.1,3.1834,24.23,32.68
8/18/1998,10215,0.57,3.4,21.08,0.1,0,26.15,34.07
8/19/1998,9306,0,3.1,21.39,0,22.6007,24.46,33.31
8/20/1998,10025,0.74,3.34,21.94,0.1,48.4772,24.93,33.46
8/21/1998,10025,0.91,3.34,22.49,0.2,0,26.01,33.57
8/22/1998,9772,1,3.25,22.92,0.2,0,25.89,33.2
8/23/1998,8627,0,2.87,22.63,0,0.2224,25.65,32.96
8/24/1998,8410,0,2.8,22.1,0,26.4141,24.99,31.31
8/25/1998,8004,0,2.67,21.37,0,1.2833,25.5,29.72
8/26/1998,8407,0,2.8,21.07,0,11.6222,24.4,29.89
8/27/1998,7073,0,2.36,20.08,0,46.4392,24.4,30.08
8/28/1998,6713,0,2.24,18.98,0,0.684,25.06,29
8/29/1998,6420,0,2.14,17.87,0,0,26.12,32.63
8/30/1998,6821,0,2.27,17.26,0,0.1303,26.92,33.94
8/31/1998,6558,0,2.18,16.65,0,0,26.71,34.38
9/1/1998,6558,0,2.18,16.17,0,2.4581,25.19,34.18
9/2/1998,6054,0,2.02,15.38,0,2.6572,25.01,31.24
9/3/1998,5746,0,1.91,14.94,0,0,25.43,31.57
9/4/1998,5509,0,1.83,14.54,0,38.8027,24.56,32.16
9/5/1998,6008,0,2,14.4,0,1.8895,25.45,31.39
9/6/1998,5529,0,1.84,13.97,0,0,26.43,32.2
9/7/1998,5587,0,1.86,13.65,0,1.4388,26.36,33.3
9/8/1998,5587,0,1.86,13.33,0,2.5881,26.09,30.57
9/9/1998,5418,0,1.8,13.11,0,4.2857,24.93,31.68
9/10/1998,5358,0,1.78,12.98,0,0,25.93,31.99
9/11/1998,5817,0,1.94,13.09,0,0,26.63,32.7
9/12/1998,5150,0,1.71,12.8,0,0,26.45,32.52
9/13/1998,4877,0,1.62,12.58,0,16.0376,25.18,31.37
9/14/1998,4767,0,1.59,12.31,0,2.0375,24.51,31.44
9/15/1998,5180,0,1.72,12.18,0,0,25.53,32.96
9/16/1998,5348,0,1.78,12.15,0,0,25.82,33.92
9/17/1998,6042,0,2.01,12.38,0,0,26.16,34.21
9/18/1998,6871,0,2.29,12.73,0,0,26.29,34.39
9/19/1998,6871,0,2.29,13.3,0,0,25.84,34.13
9/20/1998,6782,0,2.26,13.94,0,26.4272,24.26,34.33
9/21/1998,6782,0,2.26,14.61,0,12.1181,24.52,29.16
9/22/1998,7176,0,2.39,15.27,0,0,25.8,31.7
9/23/1998,7710,0,2.57,16.06,0,14.9617,26.18,33.03
9/24/1998,7389,0,2.46,16.51,0,13.0186,25.08,32.78
9/25/1998,6737,0,2.24,16.46,0,0.6803,25.37,33.31
9/26/1998,6809,0,2.27,16.44,0,0.23,25.02,32.72
9/27/1998,8558,0,2.85,17.04,0,56.406,24.11,31.25
9/28/1998,8558,0,2.85,17.63,0,10.8732,24.11,30.37
9/29/1998,9399,0,3.13,18.37,0,7.62,24.9,29.7
9/30/1998,10392,0.29,3.46,19.26,0.1,0.5166,24.7,30.68
10/1/1998,11805,1.06,3.93,20.73,0.2,1.0742,25.23,31.83
10/2/1998,14096,2.59,4.69,23.18,0.5,2.7359,25.16,31.98
10/3/1998,14329,4.19,4.77,25.68,0.8,2.6294,24.97,32.72
10/4/1998,13598,5.55,4.53,27.36,1,9.7404,24.07,32.98
10/5/1998,13598,6.91,4.53,29.04,1.3,0.2565,24.69,31.51
10/6/1998,13462,8.23,4.48,30.39,1.5,2.303,25.14,31.97
10/7/1998,13680,9.62,4.56,31.49,1.8,0,25.12,32.45
10/8/1998,12463,10.6,4.15,31.71,2,5.0726,24.66,31.16
10/9/1998,9812,10.7,3.27,30.28,2,15.6624,24.24,28.18
10/10/1998,9397,0,3.13,28.64,0,0,24.47,29.86
10/11/1998,9710,10.77,3.23,27.34,2,8.9356,24.62,30.57
10/12/1998,10680,11.16,3.56,26.37,2.1,3.6666,24.53,30.17
10/13/1998,10079,11.35,3.36,25.25,2.1,5.0318,24.82,31.67
10/14/1998,10051,11.53,3.35,24.04,2.1,15.5259,23.95,28.89
10/15/1998,11062,12.05,3.68,23.57,2.2,39.2425,24.09,29.08
10/16/1998,11595,12.74,3.86,24.17,2.4,0.513,24.93,29.22
10/17/1998,13195,13.97,4.39,25.43,2.6,0,25.28,31.27
10/18/1998,13467,15.29,4.48,26.68,2.8,0,25.47,31.96
10/19/1998,13440,16.59,4.48,27.6,3.1,0,23.96,31.89
10/20/1998,15512,18.59,5.17,29.41,3.4,0,22.5,31.34
10/21/1998,16201,20.82,5.39,31.46,3.9,0,22.82,31.68
10/22/1998,17495,23.48,5.83,33.6,4.4,0,22.51,32.23
10/23/1998,16854,25.93,5.61,35.35,4.8,0,23.59,33.13
10/24/1998,15099,27.79,5.03,35.98,5.1,0,24.07,33
10/25/1998,15099,29.65,5.03,36.53,5.5,0,24.19,33.25
10/26/1998,13865,31.1,4.62,36.67,5.8,0,24.61,33.59
10/27/1998,12679,32.15,4.22,35.73,6,0,24.08,33.15
10/28/1998,11312,32.75,3.77,34.1,6.1,9.7038,24.06,32.47
10/29/1998,8424,0,2.81,31.08,0,3.5481,23.44,31.13
10/30/1998,8603,0,2.86,28.33,0,1.7954,21.97,28.23
10/31/1998,9403,0,3.13,26.43,0,47.3646,22.94,25.75
11/1/1998,9651,31.74,3.21,24.62,5.9,0,23.34,30.08
11/2/1998,10816,30.65,3.6,23.6,5.7,3.4618,23.7,29.73
11/3/1998,10412,29.35,3.47,22.85,5.4,10.7513,23.89,31.15
11/4/1998,10705,28.38,3.56,22.65,5.3,16.6435,24.42,31.77
11/5/1998,10705,27.42,3.56,23.41,5.1,0.3926,23.66,31.68
11/6/1998,9625,26.14,3.2,23.75,4.8,1.1038,23.89,31.37
11/7/1998,9050,0,3.01,23.63,0,0.5326,24.03,28.71
11/8/1998,8156,0,2.72,23.13,0,0.5652,23.99,28.09
11/9/1998,7016,0,2.34,21.87,0,1.5635,23.5,30.68
11/10/1998,6096,0,2.03,20.43,0,0,23.45,30.78
11/11/1998,5510,0,1.83,18.7,0,0.1234,23.76,31.8
11/12/1998,5510,0,1.83,16.97,0,0,23.74,31.49
11/13/1998,4781,0,1.59,15.36,0,0.7989,22.08,31.07
11/14/1998,4674,0,1.56,13.9,0,0.5992,22.59,30.69
11/15/1998,4561,0,1.52,12.7,0,0,23.21,30.45
11/16/1998,4472,0,1.49,11.85,0,0,21.37,27.75
11/17/1998,4261,0,1.42,11.24,0,0,20.79,31
11/18/1998,4337,0,1.44,10.85,0,0,21.85,31.79
11/19/1998,4337,0,1.44,10.46,0,0,22.43,31.21
11/20/1998,4053,0,1.35,10.22,0,0,22.12,31.05
11/21/1998,4053,0,1.35,10.01,0,0,21.58,31.36
11/22/1998,3941,0,1.31,9.81,0,0,21.74,31.63
11/23/1998,3579,0,1.19,9.51,0,0,21.73,31.8
11/24/1998,3324,0,1.11,9.2,0,0,22.17,31.83
11/25/1998,3097,0,1.03,8.79,0,0,20.95,30.46
11/26/1998,2917,0,0.97,8.31,0,0,19.58,31.06
11/27/1998,2960,0,0.99,7.95,0,0,16.71,30.01
11/28/1998,3033,0,1.01,7.61,0,0,16.94,29.24
11/29/1998,2605,0,0.87,7.16,0,0,18.64,30
11/30/1998,2252,0,0.75,6.72,0,0,20.32,30.54
12/1/1998,2779,0,0.93,6.54,0,0,20.8,30.66
12/2/1998,2538,0,0.84,6.35,0,0,19.76,30.91
12/3/1998,2685,0,0.89,6.28,0,0,18.35,30.61
12/4/1998,2518,0,0.84,6.13,0,0,17.67,30.67
12/5/1998,2280,0,0.76,5.88,0,0,17.4,30.82
12/6/1998,3155,0,1.05,6.06,0,0,17.08,30.25
12/7/1998,4044,0,1.35,6.66,0,0,17.1,29.86
12/8/1998,4037,0,1.34,7.08,0,0,16.65,28.85
12/9/1998,4037,0,1.34,7.58,0,0,17.72,29.07
12/10/1998,3952,0,1.32,8,0,0,18.22,29.05
12/11/1998,4562,0,1.52,8.68,0,0,19.29,28.89
12/12/1998,4408,0,1.47,9.39,0,0,18.88,29.42
12/13/1998,4345,0,1.45,9.78,0,0,17.71,29.33
12/14/1998,4037,0,1.34,9.78,0,0,16.08,29.12
12/15/1998,3524,0,1.17,9.61,0,0,15.38,28.68
12/16/1998,3524,0,1.17,9.44,0,0,16.22,29
12/17/1998,3922,0,1.31,9.43,0,0,17.97,29.47
12/18/1998,3922,0,1.31,9.22,0,0,17.19,29.61
12/19/1998,3988,0,1.33,9.08,0,0,16.64,29.52
12/20/1998,3988,0,1.33,8.96,0,0,16.28,29.44
12/21/1998,1606,0,0.53,8.15,0,0,16.28,29.25
12/22/1998,,0,0,6.98,0,0,16.05,28.99
12/23/1998,,0,0,5.8,0,0,16.15,29.3
12/24/1998,,0,0,4.5,0,0,17.08,29.62
12/25/1998,,0,0,3.19,0,0,17.27,29.32
12/26/1998,,0,0,1.86,0,0,16.5,29.33
12/27/1998,,0,0,0.53,0,0,16.47,28.67
12/28/1998,,0,0,0,0,0,16.05,28.73
12/29/1998,,0,0,0,0,0,15.04,28.78
12/30/1998,,0,0,0,0,0,15.52,28.53
12/31/1998,,0,0,0,0,0,15.71,28.88
1/1/1999,,0,0,0,0,0,18.02,28.82
1/2/1999,495,0,0.16,0.16,0,0,17.34,28.98
1/3/1999,495,0,0.16,0.33,0,0,16.66,28.84
1/4/1999,495,0,0.16,0.49,0,0,16.84,28.54
1/5/1999,495,0,0.16,0.66,0,0,17.29,28.48
1/6/1999,495,0,0.16,0.82,0,0,17.24,28.4
1/7/1999,1287,0,0.43,1.25,0,0,17.85,28.62
1/8/1999,1532,0,0.51,1.76,0,0,19.93,29.87
1/9/1999,570,0,0.19,1.79,0,3.0749,18.93,29.75
1/10/1999,425,0,0.14,1.76,0,0,18.45,30.05
1/11/1999,816,0,0.27,1.87,0,0,16.15,29.23
1/12/1999,931,0,0.31,2.02,0,0,17.98,28.75
1/13/1999,969,0,0.32,2.17,0,0,18.29,28.82
1/14/1999,1242,0,0.41,2.16,0,0,18.63,28.84
1/15/1999,1245,0,0.41,2.06,0,0,18.08,29.07
1/16/1999,1538,0,0.51,2.39,0,0,17.15,29.06
1/17/1999,1705,0,0.57,2.81,0,0,17.44,29.2
1/18/1999,1618,0,0.54,3.08,0,0,17.65,29.27
1/19/1999,1629,0,0.54,3.31,0,0,18.28,28.88
1/20/1999,1933,0,0.64,3.63,0,0,18.47,29.33
1/21/1999,2110,0,0.7,3.92,0,0,17.65,29.52
1/22/1999,2188,0,0.73,4.24,0,0,17.9,29.39
1/23/1999,2188,0,0.73,4.45,0,0,17.7,30.57
1/24/1999,2123,0,0.71,4.59,0,0,18.07,29.45
1/25/1999,2176,0,0.72,4.78,0,0,18.15,30.73
1/26/1999,1878,0,0.63,4.86,0,0,17.86,30.45
1/27/1999,1593,0,0.53,4.75,0,0,18.63,32.35
1/28/1999,512,0,0.17,4.21,0,0,19.04,31.37
1/29/1999,290,0,0.1,3.58,0,0,19.3,30.69
1/30/1999,952,0,0.32,3.17,0,0,19.68,30.47
1/31/1999,498,0,0.17,2.63,0,0,19.72,31.95
2/1/1999,797,0,0.27,2.17,0,0,19.24,30.67
2/2/1999,1000,0,0.33,1.88,0,0,19.8,30.08
2/3/1999,1000,0,0.33,1.68,0,0,20.35,30.47
2/4/1999,802,0,0.27,1.78,0,0,19.13,30.97
2/5/1999,1171,0,0.39,2.07,0,0,20.62,31.08
2/6/1999,557,0,0.19,1.94,0,0,20.04,31.02
2/7/1999,924,0,0.31,2.08,0,0,19.45,31.02
2/8/1999,251,0,0.08,1.9,0,0,20.34,31.36
2/9/1999,248,0,0.08,1.65,0,3.2933,19.81,30.97
2/10/1999,248,0,0.08,1.4,0,0,20.1,30.79
2/11/1999,307,0,0.1,1.23,0,0,20.01,30.55
2/12/1999,307,0,0.1,0.95,0,0,19.65,31.12
2/13/1999,183,0,0.06,0.82,0,0,20.04,31.78
2/14/1999,93,0,0.03,0.55,0,0,19.84,32.85
2/15/1999,102,0,0.03,0.5,0,0,20.68,32.61
2/16/1999,639,0,0.21,0.63,0,0,20.9,31.48
2/17/1999,297,0,0.1,0.64,0,0,20.14,31.39
2/18/1999,410,0,0.14,0.68,0,0,19.64,31.98
2/19/1999,410,0,0.14,0.71,0,0,19.94,32.79
2/20/1999,692,0,0.23,0.88,0,0,19.84,31.93
2/21/1999,973,0,0.32,1.17,0,0,21.2,32.08
2/22/1999,1183,0,0.39,1.53,0,0,19.84,33.53
2/23/1999,1057,0,0.35,1.67,0,0,20.66,33.02
2/24/1999,985,0,0.33,1.9,0,0,20.34,33.58
2/25/1999,1024,0,0.34,2.11,0,0,21.31,34.19
2/26/1999,1373,0,0.46,2.43,0,0,20.71,34.45
2/27/1999,1025,0,0.34,2.54,0,0,20.66,34.07
2/28/1999,1407,0,0.47,2.68,0,0,20.74,34.24
3/1/1999,1134,0,0.38,2.67,0,0,19.44,33.44
3/2/1999,787,0,0.26,2.58,0,0,20.43,32.86
3/3/1999,1053,0,0.35,2.6,0,0,21.56,34.53
3/4/1999,1202,0,0.4,2.66,0,0,21.81,33.73
3/5/1999,655,0,0.22,2.42,0,0,21.43,33.35
3/6/1999,1312,0,0.44,2.51,0,0,21.52,33.89
